epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,531.111,1.27916,0.6881,0.84724,0.93435,0.8693,0.91455,0.4583,1.70911,0.77641,0.92599,0.002806,0.002806,0.002806
111,535.938,1.25585,0.66202,0.84646,0.95077,0.83154,0.91579,0.46462,1.69499,0.75724,0.92592,0.00274,0.00274,0.00274
112,540.736,1.20989,0.64048,0.84482,0.95912,0.89057,0.93408,0.47348,1.64385,0.73337,0.92018,0.002674,0.002674,0.002674
113,545.594,1.24943,0.66958,0.84237,0.95605,0.88088,0.92799,0.46812,1.7018,0.75133,0.92385,0.002608,0.002608,0.002608
114,550.353,1.22286,0.65848,0.84518,0.95221,0.89608,0.93097,0.47326,1.70755,0.73795,0.9241,0.002542,0.002542,0.002542
115,555.1,1.21201,0.66153,0.83722,0.96859,0.87181,0.93583,0.48153,1.67446,0.73207,0.92134,0.002476,0.002476,0.002476
116,560.078,1.18042,0.62447,0.83489,0.9513,0.8798,0.93145,0.47764,1.67674,0.74355,0.92008,0.00241,0.00241,0.00241
117,564.891,1.17765,0.62427,0.84008,0.94812,0.87941,0.92,0.46381,1.73639,0.74832,0.93185,0.002344,0.002344,0.002344
118,569.656,1.20506,0.6411,0.83722,0.94668,0.87553,0.92126,0.46852,1.69288,0.72969,0.92522,0.002278,0.002278,0.002278
119,574.704,1.18833,0.64514,0.84403,0.95275,0.86942,0.92597,0.45616,1.74249,0.74201,0.93016,0.002212,0.002212,0.002212
120,579.641,1.17362,0.62483,0.83501,0.95351,0.89101,0.92646,0.46922,1.66848,0.73433,0.91782,0.002146,0.002146,0.002146
121,584.498,1.19734,0.62922,0.84001,0.95458,0.8804,0.92205,0.46758,1.6937,0.7436,0.91755,0.00208,0.00208,0.00208
122,589.371,1.16018,0.61591,0.83791,0.96735,0.88471,0.9322,0.47289,1.67658,0.73152,0.91454,0.002014,0.002014,0.002014
123,594.124,1.16259,0.62738,0.83095,0.94731,0.89932,0.93153,0.47187,1.64879,0.71301,0.91491,0.001948,0.001948,0.001948
124,598.9,1.16219,0.61927,0.83105,0.95693,0.90432,0.93941,0.47486,1.65451,0.71104,0.91812,0.001882,0.001882,0.001882
125,603.702,1.19181,0.62127,0.84129,0.95863,0.90523,0.94078,0.47616,1.68865,0.70773,0.91834,0.001816,0.001816,0.001816
126,608.528,1.13792,0.59463,0.82979,0.96006,0.89992,0.93574,0.48038,1.69027,0.71255,0.91974,0.00175,0.00175,0.00175
127,613.444,1.18191,0.62077,0.83858,0.95235,0.86599,0.928,0.46638,1.7023,0.7297,0.92041,0.001684,0.001684,0.001684
128,618.298,1.13557,0.61175,0.82646,0.9264,0.85194,0.905,0.45907,1.71851,0.76365,0.92155,0.001618,0.001618,0.001618
129,623.092,1.16881,0.62998,0.83929,0.93158,0.88269,0.92877,0.47333,1.69494,0.7335,0.9183,0.001552,0.001552,0.001552
130,627.869,1.13585,0.60118,0.83314,0.95717,0.88372,0.9371,0.48397,1.67013,0.73329,0.91629,0.001486,0.001486,0.001486
131,632.716,1.13818,0.59764,0.82885,0.93852,0.89031,0.93146,0.47814,1.68808,0.72999,0.91756,0.00142,0.00142,0.00142
132,637.547,1.12729,0.59271,0.82919,0.94423,0.89051,0.93257,0.47498,1.70464,0.73394,0.92188,0.001354,0.001354,0.001354
133,642.286,1.11465,0.60394,0.83531,0.96071,0.88112,0.93056,0.47366,1.67379,0.72224,0.91941,0.001288,0.001288,0.001288
134,647.114,1.16076,0.64716,0.83632,0.9383,0.904,0.932,0.47886,1.66458,0.71394,0.91825,0.001222,0.001222,0.001222
135,651.908,1.12836,0.60035,0.82495,0.94515,0.90238,0.93764,0.48088,1.6815,0.72127,0.91404,0.001156,0.001156,0.001156
136,656.704,1.11691,0.59106,0.82933,0.94712,0.89595,0.93674,0.48131,1.67001,0.71493,0.91607,0.00109,0.00109,0.00109
137,661.529,1.10157,0.59177,0.83263,0.95869,0.87849,0.93264,0.476,1.67234,0.70651,0.91583,0.001024,0.001024,0.001024
138,666.323,1.09392,0.58273,0.83276,0.94545,0.88099,0.9289,0.4686,1.71411,0.71809,0.92038,0.000958,0.000958,0.000958
139,671.33,1.09996,0.59237,0.82401,0.93171,0.89112,0.92984,0.46736,1.71768,0.70801,0.92117,0.000892,0.000892,0.000892
140,676.261,1.09826,0.59629,0.83007,0.94825,0.88532,0.93056,0.46646,1.71758,0.7164,0.9234,0.000826,0.000826,0.000826
141,693.663,1.24861,0.71549,0.8533,0.95611,0.87378,0.92789,0.45987,1.75065,0.7322,0.92913,0.00076,0.00076,0.00076
142,698.579,1.22712,0.6376,0.85096,0.94522,0.89446,0.93099,0.46477,1.73876,0.72904,0.9276,0.000694,0.000694,0.000694
143,703.325,1.1955,0.63633,0.84737,0.93786,0.90937,0.93169,0.47451,1.71776,0.71303,0.92626,0.000628,0.000628,0.000628
144,708.158,1.16485,0.62485,0.84371,0.94336,0.91595,0.93285,0.47985,1.68424,0.70437,0.92031,0.000562,0.000562,0.000562
145,712.921,1.17149,0.69091,0.8492,0.94883,0.91259,0.93562,0.48194,1.68004,0.69513,0.9206,0.000496,0.000496,0.000496
146,717.689,1.11971,0.59646,0.84362,0.94503,0.91457,0.93596,0.4732,1.68905,0.70248,0.9214,0.00043,0.00043,0.00043
147,722.412,1.14143,0.60378,0.83635,0.94561,0.91077,0.93547,0.47416,1.68853,0.69945,0.91987,0.000364,0.000364,0.000364
148,727.217,1.14554,0.59224,0.84015,0.95742,0.9064,0.93903,0.47606,1.67825,0.70011,0.91798,0.000298,0.000298,0.000298
149,732.047,1.1153,0.58978,0.83794,0.94832,0.90462,0.93482,0.47762,1.68524,0.69305,0.9173,0.000232,0.000232,0.000232
150,736.885,1.11125,0.57968,0.83231,0.94643,0.9131,0.93874,0.48022,1.67998,0.68697,0.9157,0.000166,0.000166,0.000166
